close,high,low,open,startDate,startTime
21088.527142857143,21135.68857142857,21086.49142857143,21095.234285714287,2022/07/26,06:45:00
21095.10714285714,21098.842857142856,21076.957142857143,21081.327142857142,2022/07/26,06:40:00
21081.092857142856,21114.28,21072.365714285716,21099.45142857143,2022/07/26,06:35:00
21099.397142857142,21147.01714285714,21094.412857142856,21145.51,2022/07/26,06:30:00
21149.164285714287,21152.08,21126.597142857143,21141.344285714287,2022/07/26,06:25:00
21140.644285714287,21163.83142857143,21116.625714285714,21120.81,2022/07/26,06:20:00
21120.81,21126.39285714286,21112.251428571428,21114.324285714287,2022/07/26,06:15:00
21114.324285714287,21146.98285714286,21112.912857142856,21146.98285714286,2022/07/26,06:10:00
21148.34,21159.71,21145.21285714286,21151.0,2022/07/26,06:05:00
21151.0,21159.722857142857,21144.284285714286,21144.284285714286,2022/07/26,06:00:00
21143.341428571428,21172.99142857143,21122.515714285713,21163.211428571427,2022/07/26,05:55:00
21163.304285714286,21174.565714285713,21163.304285714286,21169.05857142857,2022/07/26,05:50:00
21169.487142857142,21174.068571428572,21147.334285714285,21147.334285714285,2022/07/26,05:45:00
21147.334285714285,21173.044285714284,21106.675714285713,21106.675714285713,2022/07/26,05:40:00
21106.675714285713,21109.522857142856,21082.284285714286,21084.094285714287,2022/07/26,05:35:00
21084.094285714287,21109.838571428572,21079.04857142857,21107.854285714286,2022/07/26,05:30:00
21108.13142857143,21108.13142857143,21082.448571428573,21082.562857142857,2022/07/26,05:25:00
21082.62285714286,21086.01714285714,21069.12285714286,21073.018571428573,2022/07/26,05:20:00
21073.591428571428,21099.44714285714,21073.591428571428,21097.007142857143,2022/07/26,05:15:00
21096.882857142857,21107.994285714285,21089.907142857144,21102.054285714286,2022/07/26,05:10:00
21100.92142857143,21125.867142857143,21094.484285714287,21121.475714285716,2022/07/26,05:05:00
21121.555714285714,21131.152857142857,21113.865714285716,21130.295714285716,2022/07/26,05:00:00
21130.844285714287,21149.062857142857,21117.96,21119.76714285714,2022/07/26,04:55:00
21119.76714285714,21165.61142857143,21119.297142857144,21160.74142857143,2022/07/26,04:50:00
21160.884285714284,21170.632857142857,21155.094285714287,21155.094285714287,2022/07/26,04:45:00
21158.047142857144,21181.66,21158.00857142857,21158.00857142857,2022/07/26,04:40:00
21157.961428571427,21185.04,21157.961428571427,21184.257142857143,2022/07/26,04:35:00
21179.417142857143,21179.417142857143,21148.822857142855,21155.94714285714,2022/07/26,04:30:00
21155.878571428573,21250.244285714285,21141.654285714285,21157.32,2022/07/26,04:25:00
21156.77142857143,21173.162857142856,21107.178571428572,21111.964285714286,2022/07/26,04:20:00
21111.937142857143,21143.694285714286,21104.818571428572,21138.87,2022/07/26,04:15:00
21137.337142857144,21138.224285714285,21127.641428571427,21133.70857142857,2022/07/26,04:10:00
21134.14857142857,21148.63857142857,21125.165714285715,21148.091428571428,2022/07/26,04:05:00
21149.067142857144,21149.54857142857,21136.174285714285,21144.194285714286,2022/07/26,04:00:00
21142.85142857143,21150.115714285716,21136.414285714287,21136.414285714287,2022/07/26,03:55:00
21135.12285714286,21145.852857142858,21098.875714285714,21104.18857142857,2022/07/26,03:50:00
21103.86,21107.812857142857,21073.282857142858,21082.09,2022/07/26,03:45:00
21086.43857142857,21129.527142857143,21083.42,21124.00857142857,2022/07/26,03:40:00
21123.765714285713,21217.198571428573,21117.0,21217.167142857143,2022/07/26,03:35:00
21217.195714285714,21224.35,21155.974285714285,21162.797142857144,2022/07/26,03:30:00
21162.97142857143,21199.115714285716,21080.878571428573,21082.044285714284,2022/07/26,03:25:00
21087.051428571427,21109.875714285714,21085.45857142857,21109.564285714285,2022/07/26,03:20:00
21108.597142857143,21112.23,21032.055714285714,21033.61857142857,2022/07/26,03:15:00
21033.792857142857,21083.604285714286,20867.604285714286,21082.207142857143,2022/07/26,03:10:00
21081.692857142858,21084.52142857143,21058.22142857143,21058.83,2022/07/26,03:05:00
21058.83,21069.36142857143,21052.908571428572,21068.837142857144,2022/07/26,03:00:00
21070.095714285715,21090.587142857144,21063.58142857143,21086.4,2022/07/26,02:55:00
21086.257142857143,21086.257142857143,21057.2,21069.75,2022/07/26,02:50:00
21069.75,21085.765714285713,21064.315714285713,21066.382857142857,2022/07/26,02:45:00
21066.382857142857,21084.87,21059.414285714287,21081.755714285715,2022/07/26,02:40:00
21082.327142857142,21098.684285714287,21082.327142857142,21084.89,2022/07/26,02:35:00
21084.89,21090.97142857143,21063.134285714284,21063.134285714284,2022/07/26,02:30:00
21062.562857142857,21082.84857142857,21038.294285714284,21082.15142857143,2022/07/26,02:25:00
21082.26,21107.822857142855,21077.557142857142,21105.871428571427,2022/07/26,02:20:00
21106.152857142857,21118.152857142857,21083.71857142857,21105.035714285714,2022/07/26,02:15:00
21105.035714285714,21120.30857142857,21091.532857142858,21117.05285714286,2022/07/26,02:10:00
21117.05285714286,21119.62,21097.43,21102.15,2022/07/26,02:05:00
21102.15,21106.652857142857,21078.662857142856,21078.662857142856,2022/07/26,02:00:00
21078.39857142857,21111.47142857143,21073.32,21093.717142857142,2022/07/26,01:55:00
21093.147142857142,21104.36,21092.231428571427,21103.567142857144,2022/07/26,01:50:00
21103.83142857143,21107.72,21075.42,21092.415714285715,2022/07/26,01:45:00
21093.03142857143,21096.097142857143,21032.53142857143,21033.974285714285,2022/07/26,01:40:00
21033.965714285714,21080.735714285714,21030.55,21069.98285714286,2022/07/26,01:35:00
21069.984285714287,21088.84,21047.115714285716,21088.282857142858,2022/07/26,01:30:00
21084.98857142857,21089.065714285713,21034.35,21089.065714285713,2022/07/26,01:25:00
21092.864285714284,21100.597142857143,21075.11857142857,21090.19714285714,2022/07/26,01:20:00
21090.13,21098.981428571427,21036.56,21059.214285714286,2022/07/26,01:15:00
21059.02857142857,21113.69714285714,21054.11857142857,21113.69714285714,2022/07/26,01:10:00
21113.847142857143,21114.164285714287,21051.50857142857,21061.965714285714,2022/07/26,01:05:00
21063.632857142857,21065.50857142857,20984.38142857143,20998.26714285714,2022/07/26,01:00:00
20994.547142857144,21023.13,20984.01714285714,20992.544285714284,2022/07/26,00:55:00
20993.682857142856,21056.77,20989.714285714286,21051.467142857142,2022/07/26,00:50:00
21049.79142857143,21059.897142857142,21016.63857142857,21055.534285714286,2022/07/26,00:45:00
21052.82,21124.445714285714,21048.928571428572,21055.507142857143,2022/07/26,00:40:00
21053.547142857144,21061.395714285714,20986.055714285714,21042.52142857143,2022/07/26,00:35:00
21046.301428571427,21100.068571428572,21040.01,21086.845714285715,2022/07/26,00:30:00
21086.98,21145.06142857143,21085.104285714286,21104.235714285714,2022/07/26,00:25:00
21104.235714285714,21163.292857142857,21089.18857142857,21141.294285714284,2022/07/26,00:20:00
21141.294285714284,21226.295714285716,21092.14,21226.295714285716,2022/07/26,00:15:00
21228.47,21288.404285714285,21200.75857142857,21276.338571428572,2022/07/26,00:10:00
21276.338571428572,21303.15,21267.242857142857,21295.96,2022/07/26,00:05:00
21296.05857142857,21338.30285714286,21229.084285714285,21304.077142857142,2022/07/26,00:00:00
21293.047142857144,21355.02857142857,21288.63,21345.404285714285,2022/07/25,23:55:00
21344.547142857144,21367.992857142857,21267.164285714287,21313.615714285716,2022/07/25,23:50:00
21305.12714285714,21619.62285714286,21288.434285714287,21616.277142857143,2022/07/25,23:45:00
21616.141428571427,21625.012857142858,21562.832857142857,21597.86857142857,2022/07/25,23:40:00
21598.265714285713,21658.11,21596.735714285714,21658.11,2022/07/25,23:35:00
21657.67,21668.942857142858,21638.984285714287,21638.984285714287,2022/07/25,23:30:00
21643.02,21721.032857142858,21643.02,21718.104285714286,2022/07/25,23:25:00
21718.56,21752.94142857143,21696.944285714286,21711.434285714287,2022/07/25,23:20:00
21711.29,21711.29,21663.12,21663.12,2022/07/25,23:15:00
21663.12,21678.705714285716,21594.14857142857,21611.26,2022/07/25,23:10:00
21615.29142857143,21683.38857142857,21615.29142857143,21674.02,2022/07/25,23:05:00
21672.477142857144,21674.74142857143,21626.59857142857,21654.114285714284,2022/07/25,23:00:00
21652.867142857143,21696.23285714286,21646.92142857143,21655.022857142856,2022/07/25,22:55:00
21655.51142857143,21656.37285714286,21619.88142857143,21639.332857142857,2022/07/25,22:50:00
21634.904285714285,21734.544285714284,21626.085714285713,21681.305714285714,2022/07/25,22:45:00
21683.195714285714,21683.481428571427,21544.525714285715,21559.314285714285,2022/07/25,22:40:00
21560.83,21581.121428571427,21543.46857142857,21543.46857142857,2022/07/25,22:35:00
21546.525714285715,21638.98,21524.25,21632.575714285715,2022/07/25,22:30:00
21632.757142857143,21743.94142857143,21614.318571428572,21726.198571428573,2022/07/25,22:25:00
21721.635714285716,21872.64285714286,21698.342857142856,21872.514285714286,2022/07/25,22:20:00
21870.454285714284,21884.81,21841.174285714285,21874.652857142857,2022/07/25,22:15:00
21874.588571428572,22002.282857142858,21873.864285714284,21984.222857142857,2022/07/25,22:10:00
21984.444285714286,22008.637142857144,21977.164285714287,21982.068571428572,2022/07/25,22:05:00
21983.448571428573,22025.914285714287,21976.965714285714,22025.914285714287,2022/07/25,22:00:00
22027.71285714286,22052.28714285714,22014.794285714284,22052.28714285714,2022/07/25,21:55:00
22052.272857142856,22057.128571428573,22022.347142857143,22022.77,2022/07/25,21:50:00
22022.21285714286,22056.65,21992.96285714286,22053.417142857143,2022/07/25,21:45:00
22053.51,22097.91857142857,22045.745714285713,22094.375714285714,2022/07/25,21:40:00
22094.175714285713,22112.244285714285,22094.175714285713,22105.14285714286,2022/07/25,21:35:00
22105.09,22130.117142857143,22092.38857142857,22095.297142857144,2022/07/25,21:30:00
22095.44,22101.154285714285,22090.161428571428,22094.77,2022/07/25,21:25:00
22095.71857142857,22121.00857142857,22090.61142857143,22090.61142857143,2022/07/25,21:20:00
22089.817142857144,22160.77857142857,22085.98285714286,22160.77857142857,2022/07/25,21:15:00
22162.378571428573,22166.731428571427,22087.43857142857,22098.727142857144,2022/07/25,21:10:00
22098.30285714286,22150.195714285714,22083.35142857143,22150.195714285714,2022/07/25,21:05:00
22149.274285714284,22174.634285714284,22146.4,22174.634285714284,2022/07/25,21:00:00
22175.895714285714,22200.088571428572,22161.681428571428,22192.64857142857,2022/07/25,20:55:00
22198.29,22217.69714285714,22146.452857142856,22146.452857142856,2022/07/25,20:50:00
22132.192857142858,22247.014285714286,22097.60714285714,22244.04,2022/07/25,20:45:00
22243.294285714284,22244.797142857144,22136.57857142857,22136.57857142857,2022/07/25,20:40:00
22133.268571428573,22133.268571428573,22090.85714285714,22097.105714285713,2022/07/25,20:35:00
22095.04142857143,22121.37714285714,22078.314285714285,22114.301428571427,2022/07/25,20:30:00
22110.184285714287,22122.8,22064.085714285713,22100.405714285713,2022/07/25,20:25:00
22099.49,22116.76142857143,22086.305714285714,22087.577142857142,2022/07/25,20:20:00
22090.615714285716,22209.731428571427,22090.615714285716,22170.862857142856,2022/07/25,20:15:00
22171.41857142857,22181.36142857143,22124.31142857143,22142.38,2022/07/25,20:10:00
22139.79142857143,22147.62285714286,22086.225714285716,22087.71857142857,2022/07/25,20:05:00
22086.3,22150.658571428572,21895.074285714287,21895.074285714287,2022/07/25,20:00:00
21893.2,21894.305714285714,21769.86,21852.89,2022/07/25,19:55:00
21852.89,21874.198571428573,21720.275714285715,21720.275714285715,2022/07/25,19:50:00
21720.175714285713,21728.512857142858,21663.588571428572,21676.20857142857,2022/07/25,19:45:00
21674.53714285714,21688.73,21645.425714285713,21662.064285714285,2022/07/25,19:40:00
21662.264285714286,21664.73285714286,21611.47142857143,21611.47142857143,2022/07/25,19:35:00
21610.97,21671.48285714286,21563.065714285713,21639.295714285716,2022/07/25,19:30:00
21639.295714285716,21670.88142857143,21639.295714285716,21663.60714285714,2022/07/25,19:25:00
21663.268571428573,21701.147142857142,21639.88142857143,21691.327142857142,2022/07/25,19:20:00
21691.397142857142,21704.981428571427,21641.672857142858,21665.182857142856,2022/07/25,19:15:00
21665.57,21670.694285714286,21631.55,21656.21285714286,2022/07/25,19:10:00
21659.62,21822.158571428572,21633.16,21793.73285714286,2022/07/25,19:05:00
21793.051428571427,21828.535714285714,21793.051428571427,21815.4,2022/07/25,19:00:00
21814.114285714284,21868.484285714287,21813.08142857143,21839.075714285715,2022/07/25,18:55:00
21838.41857142857,21869.674285714285,21828.31142857143,21861.635714285716,2022/07/25,18:50:00
21860.035714285714,21900.49,21854.364285714284,21896.672857142858,2022/07/25,18:45:00
21896.472857142857,21912.608571428573,21874.782857142858,21875.121428571427,2022/07/25,18:40:00
21874.407142857144,21937.024285714284,21868.832857142857,21902.408571428572,2022/07/25,18:35:00
21902.265714285713,21903.702857142856,21868.178571428572,21878.387142857144,2022/07/25,18:30:00
21878.387142857144,21890.597142857143,21866.538571428573,21882.47857142857,2022/07/25,18:25:00
21882.47857142857,21893.24,21853.385714285716,21855.572857142855,2022/07/25,18:20:00
21853.824285714287,21881.054285714286,21839.095714285715,21864.617142857143,2022/07/25,18:15:00
21864.244285714285,21884.045714285716,21826.45142857143,21826.45142857143,2022/07/25,18:10:00
21826.165714285715,21851.664285714287,21794.215714285714,21797.6,2022/07/25,18:05:00
21804.36,21881.55285714286,21804.36,21874.68857142857,2022/07/25,18:00:00
21876.554285714286,21891.055714285714,21847.707142857143,21859.30285714286,2022/07/25,17:55:00
21859.845714285715,21889.998571428572,21852.792857142857,21885.924285714285,2022/07/25,17:50:00
21885.78142857143,21940.174285714285,21883.925714285713,21930.425714285713,2022/07/25,17:45:00
21930.194285714286,21933.28,21909.314285714285,21920.57857142857,2022/07/25,17:40:00
21920.75,21990.338571428572,21920.725714285716,21990.338571428572,2022/07/25,17:35:00
21989.29857142857,22006.234285714287,21986.587142857144,21990.602857142858,2022/07/25,17:30:00
21990.602857142858,21993.855714285713,21965.31142857143,21965.31142857143,2022/07/25,17:25:00
21965.16857142857,21994.98285714286,21960.782857142858,21978.24142857143,2022/07/25,17:20:00
21978.24142857143,21979.15,21943.555714285714,21974.135714285716,2022/07/25,17:15:00
21972.12285714286,22005.335714285713,21969.14285714286,21991.752857142856,2022/07/25,17:10:00
21991.752857142856,21992.314285714285,21958.564285714285,21967.448571428573,2022/07/25,17:05:00
21967.457142857143,21970.755714285715,21957.832857142857,21960.454285714284,2022/07/25,17:00:00
21955.974285714285,21972.67142857143,21934.934285714287,21944.775714285715,2022/07/25,16:55:00
21944.587142857144,21963.99,21944.587142857144,21961.077142857142,2022/07/25,16:50:00
21961.05,21964.62714285714,21919.104285714286,21920.855714285713,2022/07/25,16:45:00
21919.602857142858,21921.61,21852.397142857142,21852.397142857142,2022/07/25,16:40:00
21850.61142857143,21889.502857142856,21850.61142857143,21885.46857142857,2022/07/25,16:35:00
21885.61,21907.86857142857,21878.114285714284,21881.907142857144,2022/07/25,16:30:00
21883.272857142856,21895.231428571427,21866.321428571428,21886.685714285715,2022/07/25,16:25:00
21886.514285714286,21907.115714285716,21877.667142857143,21905.33142857143,2022/07/25,16:20:00
21905.39857142857,21953.524285714284,21905.39857142857,21932.23285714286,2022/07/25,16:15:00
21932.17,21963.202857142856,21924.937142857143,21948.274285714284,2022/07/25,16:10:00
21950.04142857143,21973.83142857143,21945.711428571427,21967.532857142858,2022/07/25,16:05:00
21971.722857142857,21973.044285714284,21889.92142857143,21897.13142857143,2022/07/25,16:00:00
21898.617142857143,21912.862857142856,21889.251428571428,21907.53714285714,2022/07/25,15:55:00
21907.635714285716,21907.65,21873.932857142856,21875.04142857143,2022/07/25,15:50:00
21876.88142857143,21907.96,21865.45857142857,21896.39857142857,2022/07/25,15:45:00
21896.632857142857,21899.03142857143,21880.884285714284,21880.884285714284,2022/07/25,15:40:00
21879.06,21882.424285714285,21856.68,21872.202857142856,2022/07/25,15:35:00
21872.432857142856,21877.93,21820.172857142858,21820.172857142858,2022/07/25,15:30:00
21820.14857142857,21824.22142857143,21769.655714285713,21797.25857142857,2022/07/25,15:25:00
21797.075714285715,21810.878571428573,21790.661428571428,21793.977142857144,2022/07/25,15:20:00
21792.685714285715,21799.355714285713,21759.167142857143,21791.58,2022/07/25,15:15:00
21791.067142857144,21864.79142857143,21788.354285714286,21860.187142857143,2022/07/25,15:10:00
21860.954285714284,21917.05857142857,21854.408571428572,21915.764285714286,2022/07/25,15:05:00
21916.124285714286,21931.817142857144,21879.02857142857,21888.01142857143,2022/07/25,15:00:00
21887.428571428572,21896.378571428573,21847.095714285715,21854.454285714284,2022/07/25,14:55:00
21854.11142857143,21859.91857142857,21830.452857142856,21836.884285714284,2022/07/25,14:50:00
21835.844285714287,21858.30857142857,21821.222857142857,21851.264285714286,2022/07/25,14:45:00
21851.094285714287,21851.574285714287,21788.72,21808.625714285714,2022/07/25,14:40:00
21809.077142857142,21809.077142857142,21737.49142857143,21777.59,2022/07/25,14:35:00
21779.66,21806.65142857143,21747.175714285713,21766.02857142857,2022/07/25,14:30:00
21766.497142857144,21822.49142857143,21712.29142857143,21820.434285714287,2022/07/25,14:25:00
21820.39857142857,21864.014285714286,21820.39857142857,21823.93,2022/07/25,14:20:00
21824.49,21834.141428571427,21779.7,21809.195714285714,2022/07/25,14:15:00
21808.927142857145,21868.091428571428,21808.817142857144,21854.095714285715,2022/07/25,14:10:00
21853.747142857144,21882.025714285715,21808.83,21882.025714285715,2022/07/25,14:05:00
21886.617142857143,21929.14285714286,21886.617142857143,21905.95857142857,2022/07/25,14:00:00
21908.254285714287,21942.73857142857,21901.657142857144,21907.45,2022/07/25,13:55:00
21907.45,21925.025714285715,21873.004285714287,21882.45142857143,2022/07/25,13:50:00
21882.45142857143,21917.084285714285,21856.067142857144,21917.084285714285,2022/07/25,13:45:00
21918.655714285713,21933.845714285715,21834.63857142857,21840.321428571428,2022/07/25,13:40:00
21839.321428571428,21890.07857142857,21785.125714285714,21890.07857142857,2022/07/25,13:35:00
21889.035714285714,21970.998571428572,21887.95857142857,21934.73285714286,2022/07/25,13:30:00
21934.73285714286,21977.908571428572,21917.678571428572,21962.964285714286,2022/07/25,13:25:00
21962.087142857144,21994.12714285714,21881.934285714287,21886.80285714286,2022/07/25,13:20:00
21886.374285714286,21890.251428571428,21841.07857142857,21880.875714285714,2022/07/25,13:15:00
21880.535714285714,21972.995714285713,21869.042857142857,21969.264285714286,2022/07/25,13:10:00
21969.27,21994.194285714286,21969.27,21983.035714285714,2022/07/25,13:05:00
21983.03714285714,21986.325714285715,21960.662857142856,21973.444285714286,2022/07/25,13:00:00
21975.135714285716,21986.45857142857,21927.847142857143,21932.96,2022/07/25,12:55:00
21932.545714285716,21947.524285714284,21914.827142857142,21921.37714285714,2022/07/25,12:50:00
21921.162857142856,21930.505714285715,21884.685714285715,21916.542857142857,2022/07/25,12:45:00
21916.985714285714,21946.412857142856,21907.834285714285,21907.834285714285,2022/07/25,12:40:00
21907.737142857142,21935.501428571428,21901.155714285713,21935.501428571428,2022/07/25,12:35:00
21935.215714285714,21935.362857142856,21905.997142857144,21905.997142857144,2022/07/25,12:30:00
21905.997142857144,21939.597142857143,21896.192857142858,21939.412857142856,2022/07/25,12:25:00
21937.487142857142,21940.794285714284,21888.172857142858,21915.77857142857,2022/07/25,12:20:00
21915.77857142857,21932.167142857143,21870.584285714285,21884.794285714284,2022/07/25,12:15:00
21884.61,21885.307142857142,21836.164285714287,21836.164285714287,2022/07/25,12:10:00
21837.435714285715,21932.448571428573,21830.36,21931.585714285713,2022/07/25,12:05:00
21931.82,21945.467142857142,21916.102857142858,21941.97857142857,2022/07/25,12:00:00
21938.487142857142,21981.294285714284,21931.002857142856,21976.45,2022/07/25,11:55:00
21976.692857142858,22016.434285714287,21972.345714285715,21993.711428571427,2022/07/25,11:50:00
21991.682857142856,22017.34857142857,21961.117142857143,22003.057142857142,2022/07/25,11:45:00
22007.78,22015.785714285714,21985.317142857144,21988.174285714285,2022/07/25,11:40:00
21988.05,22007.788571428573,21973.144285714287,21997.275714285715,2022/07/25,11:35:00
21996.66857142857,22012.705714285716,21987.76714285714,21988.034285714286,2022/07/25,11:30:00
21988.227142857144,22023.745714285713,21986.665714285715,22013.19,2022/07/25,11:25:00
22015.735714285714,22016.632857142857,21958.865714285716,21964.768571428573,2022/07/25,11:20:00
21963.514285714286,22014.295714285716,21955.37714285714,22003.294285714284,2022/07/25,11:15:00
22003.4,22036.425714285713,22001.665714285715,22032.89,2022/07/25,11:10:00
22034.35142857143,22097.394285714287,22034.35142857143,22059.63857142857,2022/07/25,11:05:00
22057.717142857142,22057.717142857142,22027.15142857143,22052.08,2022/07/25,11:00:00
22051.472857142857,22058.817142857144,22045.681428571428,22058.817142857144,2022/07/25,10:55:00
22060.41857142857,22076.53142857143,22054.535714285714,22059.31,2022/07/25,10:50:00
22059.734285714287,22075.647142857142,22048.112857142856,22048.112857142856,2022/07/25,10:45:00
22042.20857142857,22044.21285714286,22004.641428571427,22033.797142857144,2022/07/25,10:40:00
22033.817142857144,22036.772857142856,22022.86857142857,22034.772857142856,2022/07/25,10:35:00
22034.01714285714,22042.871428571427,22026.117142857143,22040.567142857144,2022/07/25,10:30:00
22043.635714285716,22047.48285714286,22029.63142857143,22047.48285714286,2022/07/25,10:25:00
22047.617142857143,22053.54857142857,22022.474285714285,22034.484285714287,2022/07/25,10:20:00
22033.345714285715,22040.37714285714,21972.34,21976.834285714285,2022/07/25,10:15:00
21976.887142857144,21981.62285714286,21969.374285714286,21973.71,2022/07/25,10:10:00
21973.534285714286,22011.395714285714,21970.555714285714,22010.088571428572,2022/07/25,10:05:00
22009.104285714286,22009.104285714286,21994.29,22000.79857142857,2022/07/25,10:00:00
22001.6,22007.02,21997.682857142856,21999.05857142857,2022/07/25,09:55:00
21999.05857142857,22045.63,21990.93,22044.912857142856,2022/07/25,09:50:00
22044.912857142856,22053.814285714285,22025.88857142857,22047.242857142857,2022/07/25,09:45:00
22047.2,22073.24,22043.68,22050.78,2022/07/25,09:40:00
22048.422857142858,22048.422857142858,22027.29857142857,22032.37285714286,2022/07/25,09:35:00
22032.51,22032.51,22010.457142857143,22011.604285714286,2022/07/25,09:30:00
22011.604285714286,22059.474285714285,22008.617142857143,22059.474285714285,2022/07/25,09:25:00
22059.474285714285,22065.94714285714,22051.14857142857,22056.818571428572,2022/07/25,09:20:00
22056.532857142858,22066.62714285714,22052.664285714287,22060.37285714286,2022/07/25,09:15:00
22059.227142857144,22075.814285714285,22052.272857142856,22068.52,2022/07/25,09:10:00
22068.854285714286,22103.822857142855,22068.854285714286,22078.637142857144,2022/07/25,09:05:00
22080.07,22080.07,22043.13,22052.1,2022/07/25,09:00:00
22049.655714285713,22098.024285714284,22033.79142857143,22076.337142857144,2022/07/25,08:55:00
22073.594285714287,22084.942857142858,22036.405714285713,22037.457142857143,2022/07/25,08:50:00
22038.35,22057.068571428572,22010.78714285714,22022.961428571427,2022/07/25,08:45:00
22024.11142857143,22033.88142857143,21979.295714285716,21989.874285714286,2022/07/25,08:40:00
21988.927142857145,21995.90142857143,21885.1,21889.004285714287,2022/07/25,08:35:00
21888.915714285715,21889.035714285714,21876.634285714284,21887.254285714287,2022/07/25,08:30:00
21885.967142857142,21908.782857142858,21879.54,21898.28,2022/07/25,08:25:00
21898.83142857143,21931.362857142856,21884.327142857142,21931.362857142856,2022/07/25,08:20:00
21937.25,21938.662857142856,21909.48,21909.782857142858,2022/07/25,08:15:00
21908.501428571428,21938.187142857143,21905.954285714284,21937.132857142857,2022/07/25,08:10:00
21935.87,21950.285714285714,21919.518571428573,21938.141428571427,2022/07/25,08:05:00
21937.73,21980.998571428572,21934.177142857145,21967.595714285715,2022/07/25,08:00:00
21967.594285714287,21974.727142857144,21962.217142857142,21970.02142857143,2022/07/25,07:55:00
21970.035714285714,21978.035714285714,21963.698571428573,21971.94714285714,2022/07/25,07:50:00
21971.94714285714,21973.40142857143,21956.268571428573,21960.374285714286,2022/07/25,07:45:00
21960.374285714286,21969.722857142857,21954.185714285715,21957.10142857143,2022/07/25,07:40:00
21957.10142857143,21961.304285714286,21939.974285714285,21939.974285714285,2022/07/25,07:35:00
21940.82857142857,21944.467142857142,21917.522857142856,21934.162857142856,2022/07/25,07:30:00
21934.19142857143,21963.64,21926.21285714286,21951.792857142857,2022/07/25,07:25:00
21951.85,21979.5,21905.075714285715,21979.5,2022/07/25,07:20:00
21979.687142857143,21992.362857142856,21965.262857142858,21982.82,2022/07/25,07:15:00
21983.282857142858,21983.658571428572,21917.37714285714,21931.155714285713,2022/07/25,07:10:00
21931.538571428573,21932.23285714286,21908.045714285716,21918.337142857144,2022/07/25,07:05:00
21918.337142857144,21919.884285714284,21893.632857142857,21912.55857142857,2022/07/25,07:00:00
21911.60142857143,21920.19,21869.325714285715,21873.42142857143,2022/07/25,06:55:00
21874.41,21884.097142857143,21858.694285714286,21860.324285714287,2022/07/25,06:50:00
21858.44714285714,21889.76714285714,21830.37,21832.35142857143,2022/07/25,06:45:00
21831.922857142858,21859.498571428572,21828.371428571427,21856.80285714286,2022/07/25,06:40:00
21857.134285714284,21890.137142857144,21847.034285714286,21889.332857142857,2022/07/25,06:35:00
21889.26714285714,21924.44714285714,21889.26714285714,21909.46857142857,2022/07/25,06:30:00
21909.282857142858,21919.055714285714,21893.085714285713,21898.235714285714,2022/07/25,06:25:00
21897.77857142857,21940.677142857145,21883.268571428573,21933.43,2022/07/25,06:20:00
21934.317142857144,21946.384285714284,21923.674285714285,21930.36142857143,2022/07/25,06:15:00
21929.80285714286,21930.18,21913.1,21922.378571428573,2022/07/25,06:10:00
21922.352857142858,21923.9,21907.474285714285,21923.9,2022/07/25,06:05:00
21923.76714285714,21928.858571428573,21905.071428571428,21921.217142857142,2022/07/25,06:00:00
21921.217142857142,21928.79857142857,21889.427142857145,21892.242857142857,2022/07/25,05:55:00
21892.242857142857,21896.002857142856,21877.41,21880.724285714285,2022/07/25,05:50:00
